_ano_pasta,_doc_path,_filename,data_assinatura,data_publicacao_doe,fonte_recurso,hospital,indicadores_qualidade_count,metas_fisicas_count,numero_aditivo,numero_contrato,objeto,observacoes,oss_gestora,partes.contratada_oss,partes.contratante,partes.secretaria_supervisora,penalidades_count,recursos_humanos_minimos_count,servicos_especialidades_count,tipo_documento,valor_anual,valor_mensal,valor_total,vigencia.data_fim,vigencia.data_inicio,vigencia.duracao_meses,vigencia.prorrogavel
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3419_1.8º Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3419_1.8º Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2024-04-22,2024-04-24,Assistência financeira complementar da União / Tesouro Estadual - Dotação Orçamentária 2850.10.302.1043.2516.03.16000232.50,HEL,0,0,8,45/2022-SES/GO,"Repasse de assistência financeira da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações, conforme Portaria GM/MS nº 3.416/2024.","Apostila expedida com fundamento no Parecer Jurídico nº 717/2023-SES/PROCSET (51650657) e na Portaria GM/MS nº 3.416/2024. O valor é repassado em 1 (uma) parcela estimada. Nota de Empenho nº 00086 (59129108). Processo Administrativo nº 202100010000417. Permanecem inalteradas as cláusulas do contrato original, aditivos e apostilas não modificadas por este instrumento.",Instituto Patris,"Instituto Patris, CNPJ nº 37.678.845/0001-40",Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde de Goiás - SES/GO,0,0,0,termo_apostilamento,,,318876.93,,2024-04-22,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3480_1.9º Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3480_1.9º Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2024-05-29,2024-06-03,Assistência financeira complementar da União - Dotação Orçamentária 2850.10.302.1043.2516.03.16000232.50,HEL,0,0,9,45/2022-SES/GO,"Repasse de assistência financeira da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações, referente ao gerenciamento, operacionalização e execução das atividades do Hospital Estadual de Luziânia","9º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO. O valor é referente a 1 (uma) parcela de R$ 326.966,40. Nota de Empenho nº 00130 (60588070). Processo Administrativo nº 202100010000417. Fundamento no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 3.622/2024. Permanecem inalteradas as demais cláusulas do contrato original, aditivos e apostilas.",Instituto Patris,"Instituto Patris, CNPJ nº 37.678.845/0001-40",Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,326966.4,,,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3662_1.10 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3662_1.10 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2024-06-28,2024-07-05,Assistência financeira complementar da União / Tesouro Estadual - dotação orçamentária 2850.10.302.1043.2516.03.16050001.50,HEL,0,0,10,45/2022-SES/GO,"Repasse de assistência financeira complementar da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações","Parcela única de R$ 335.838,09 referente à Portaria GM/MS nº 4.124/2024 (piso salarial nacional de enfermagem). Nota de Empenho nº 00007 (61931962). Processo Administrativo nº 202100010000417. Parecer Jurídico nº 717/2023-SES/PROCSET. Demais cláusulas do contrato original, aditivos e apostilas permanecem inalteradas.",Instituto Patris,Instituto Patris,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,335838.09,,2024-06-28,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3663_1.11 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3663_1.11 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2024-07-30,2024-07-31,Assistência financeira da União (Portaria GM/MS nº 4.631/2024),HEL,0,0,11,45/2022-SES/GO,"Repasse de assistência financeira da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações","Apostila refere-se ao repasse de 1 (uma) parcela de R$ 343.277,34 para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras. Nota de Empenho nº 00047 (63004028), dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 202400010050898, vinculado ao de nº 202100010000417. Documento assinado eletronicamente por Rasivel dos Reis Santos Junior, Secretário (a) de Estado, em 30/07/2024.",Instituto Patris,"Instituto Patris, CNPJ nº 37.678.845/0001-40",Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,343277.34,,2024-07-30,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3732_1.12 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3732_1.12 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2024-08-26,2024-08-27,Assistência financeira complementar da União - Portaria GM/MS nº 4.926/2024,HEL,0,0,12,45/2022-SES/GO,"Repasse financeiro ao Instituto Patris, referente assistência financeira complementar da União (Piso de Enfermagem) para o Hospital Estadual de Luziânia","12º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO. Repasse de 1 (uma) parcela referente ao Piso Salarial Nacional de Enfermeiros, Técnicos e Auxiliares de Enfermagem e Parteiras. Nota de Empenho nº 00070 (63953004), dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 20240000057184, vinculado ao nº 202100010000417. Permanecem inalteradas as demais cláusulas do contrato original, aditivos e apostilas.",Instituto Patris,Instituto Patris,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde de Goiás,0,0,0,termo_apostilamento,,,342747.31,,2024-08-26,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3781_1.13 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3781_1.13 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2024-09-30,2024-09-30,Assistência financeira complementar da União - Portaria GM/MS nº 5.287/2024,HEL,0,0,13,45/2022-SES/GO,"Repasse financeiro referente à assistência financeira complementar da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações","13º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO. Repasse de 1 (uma) parcela de R$ 375.581,03. Despesa atendida com recursos da Nota de Empenho nº 00105 (65434669), dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 202400010066849, vinculado ao de nº 202100010000417. Documento assinado eletronicamente por Rasivel dos Reis Santos Junior em 30/09/2024.",Instituto Patris,Instituto Patris,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde de Goiás,0,0,0,termo_apostilamento,,,375581.03,,2024-09-30,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3825_1.14 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3825_1.14 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2024-10-21,2024-10-22,Assistência financeira complementar da União / Tesouro Estadual,HEL,0,0,14,45/2022-SES/GO,"Repasse financeiro ao Instituto Patris referente assistência financeira complementar da União (Piso de Enfermagem) para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações.","14º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO (SEI 000030438497). Fundamento: Parecer Jurídico nº 717/2023-SES/PROCSET (51650657) e Portaria GM/MS nº 5.424/2024. Nota de Empenho nº 00128 (66298422), dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 202400010074109, vinculado ao nº 202100010000417. Assinado por Rasivel dos Reis Santos Junior, Secretário de Estado. Parcela única de R$ 358.623,09.",Instituto Patris,Instituto Patris,"Estado de Goiás, por intermédio da Secretaria de Estado de Saúde",Secretaria de Estado da Saúde de Goiás,0,0,0,termo_apostilamento,,,358623.09,,,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3887_1.15 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3887_1.15 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2024-11-28,2024-11-29,Assistência financeira complementar da União (Piso de Enfermagem) - Portaria GM/MS nº 5.638/2024,HEL,0,0,15,45/2022-SES/GO,"Repasse referente assistência financeira complementar da União (Piso de Enfermagem) ao Instituto Patris para o gerenciamento, operacionalização e execução das atividades do Hospital Estadual de Luziânia","15º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO. Repasse de 1 (uma) parcela referente ao piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras. Despesa atendida pela Nota de Empenho nº 00173 (67714513), dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 202400010082425, vinculado ao nº 202100010000417. Fundamento no Parecer Jurídico nº 717/2023-SES/PROCSET.",Instituto Patris,Instituto Patris,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,354581.72,,,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,2024-12-02,2024-12-04,Recursos não Vinculados de Impostos - Receitas Ordinárias (Tesouro Estadual),HEL,17,20,1,45/2022-SES/GO,"Alteração do Anexo I, visando a alteração no quantitativo de leitos da Unidade; Alteração dos Anexos IV e V para adequação do valor referente ao custeio, para o gerenciamento, operacionalização e execução das ações e serviços de saúde no Hospital Estadual de Luziânia - HEL.","Valor original do Contrato de Gestão nº 45/2022-SES/GO era de R$ 226.838.371,20. Com o acréscimo deste 1º Termo Aditivo de R$ 10.763.068,97, o valor total passa a R$ 237.601.440,17. O aditivo altera o quantitativo de leitos (Anexo I) e adequa o valor de repasse para custeio (Anexos IV e V). Custeio mensal estimado (P50): R$ 5.253.400,82. A unidade não possui servidores estatutários cedidos (Ref. maio/2024). Período de vigência do aditivo: 01/10/2024 a 12/06/2026. Nota de empenho nº 00063, de 03/10/2024, SEI 65676870, valor R$ 1.582.804,26. Processo administrativo nº 202100010000417. Publicado no DOE/GO nº 24.426 de 04/12/2024.",Instituto Patris,Instituto Patris,Estado de Goiás - Secretaria de Estado da Saúde - SES/GO,Secretaria de Estado da Saúde de Goiás - SES/GO,7,10,35,termo_aditivo,,527601.42,10763068.97,2026-06-12,2024-10-01,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3931_1.16. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3931_1.16. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2024-12-18,2024-12-20,Assistência financeira complementar da União / Tesouro Estadual,HEL,0,0,16,45/2022-SES/GO,"Repasse de assistência financeira da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações","16º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO. Repasse em 1 (uma) parcela de R$ 708.351,94. Despesa atendida com recursos das Notas de Empenho nº 00230 (68594843) e 00231 (68595021), dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 202400010088775, vinculado ao de nº 202100010000417. Fundamento: Parecer Jurídico nº 717/2023-SES/PROCSET, Portaria GM/MS nº 5.783/2024 e Portaria GM/MS nº 5.793/2024.",Instituto Patris,Instituto Patris,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,708351.94,,2024-12-18,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4072_1.17 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4072_1.17 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2025-01-22,2025-01-24,Assistência financeira complementar da União (Piso de Enfermagem) / Tesouro Estadual - dotação orçamentária 2850.10.302.1043.2516.03.16050001.50,HEL,0,0,17,45/2022-SES/GO,"Repasse referente assistência financeira complementar da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações","17º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO (HEL - Hospital Estadual de Luziânia). Repasse de 1 (uma) parcela de R$ 363.295,13. Nota de Empenho nº 00011 (69581148). Processo Administrativo nº 202500010002112, vinculado ao de nº 202100010000417. Fundamento no Parecer Jurídico nº 717/2023-SES/PROCSET e Portaria GM/MS nº 6.272/2024. Assinado por RASIVEL DOS REIS SANTOS JUNIOR, Secretário de Estado.",Instituto Patris,Instituto Patris,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde de Goiás,0,0,0,termo_apostilamento,,,363295.13,,,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4076_1.18 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4076_1.18 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2025-02-24,2025-02-26,Assistência financeira complementar da União / Tesouro Estadual,HEL,0,0,18,45/2022-SES/GO,"Repasse financeiro ao Instituto Patris referente assistência financeira complementar da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações","18º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO. Repasse de 1 (uma) parcela. Nota de Empenho nº 00052 (71003848), dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 202500010010833, vinculado ao de nº 202100010000417. Fundamento no Parecer Jurídico nº 717/2023-SES/PROCSET e Portaria GM/MS nº 6.565/2025.",Instituto Patris,Instituto Patris,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,364875.76,,2025-02-24,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4192_1.19 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4192_1.19 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2025-03-26,2025-03-27,Assistência financeira complementar da União (Piso Nacional da Enfermagem) - Dotação orçamentária 2850.10.302.1043.2516.03.16050001.50,HEL,0,0,19,45/2022-SES/GO,"Repasse financeiro ao Instituto Patris referente assistência financeira complementar da União, visando o cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras, no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações. Valor de 1 (uma) parcela de R$ 375.094,88.","Fundamento: Parecer Jurídico nº 717/2023-SES/PROCSET (51650657) e Portaria GM/MS nº 6.648/2025 (71677752). Nota de Empenho nº 00073 (72123028). Processo Administrativo nº 202500010017914, vinculado ao de nº 202100010000417. Permanecem inalteradas as cláusulas do contrato original, aditivos e apostilas não modificadas por este instrumento.",Instituto Patris,Instituto Patris,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde - SES/GO,0,0,0,termo_apostilamento,,,375094.88,,2025-03-26,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4248_1.21 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4248_1.21 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2025-05-24,2025-05-29,Assistência financeira complementar da União (Portaria GM/MS nº 6.893/2025),HEL,0,0,21,45/2022-SES/GO,"Repasse financeiro ao Instituto Patris referente assistência financeira complementar da União (Piso de Enfermagem) para o Hospital Estadual de Luziânia, no valor de 1 (uma) parcela de R$ 373.918,69.","21º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO. Fundamento: Parecer Jurídico nº 717/2023-SES/PROCSET, Portaria GM/MS nº 6.893/2025, Despacho nº 744/2025-SES/GEMOD, Requisição de Despesa nº 166/2025-SES/GEMOD. Processo Administrativo nº 202500010035262, vinculado ao nº 202100010000417. Nota de Empenho nº 00115, dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Permanecem inalteradas as demais cláusulas do contrato original, aditivos e apostilas.",Instituto Patris,Instituto Patris,"Estado de Goiás, por intermédio da Secretaria de Estado de Saúde",Secretaria de Estado da Saúde de Goiás - SES/GO,0,0,0,termo_apostilamento,,,373918.69,,2025-05-24,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4249_1.20 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4249_1.20 Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2025-04-29,2025-04-30,Assistência financeira complementar da União (Portaria GM/MS nº 6.807/2025) / Tesouro Estadual,HEL,0,0,20,45/2022-SES/GO,"Repasse financeiro ao Instituto Patris referente assistência financeira complementar da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras, no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações, referente ao Hospital Estadual de Luziânia.","20º Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO. Repasse de 1 (uma) parcela. Nota de Empenho nº 00095 (73510259), dotação orçamentária 2850.10.302.1043.2516.03.16050001.50. Processo Administrativo nº 202500010026569, vinculado ao nº 202100010000417. Permanecem inalteradas as demais cláusulas do contrato original, aditivos e apostilas.",Instituto Patris,Instituto Patris,"Estado de Goiás, por intermédio da Secretaria de Estado da Saúde",Secretaria de Estado da Saúde - SES/GO,0,0,0,termo_apostilamento,,,372113.01,,2025-04-29,,False
